,name,enrolled,passed
284,Přibližné výpočty v kvantové mechanice 1 [02NVKM1],10,4
285,Příprava radionuklidů [15PRN],9,3
286,Přípravný kurz z matematiky 1 [818PKM1],32,10
287,Přípravný týden [00PT],335,271
288,Přístroje jaderné techniky [17PRJT],1,0
289,Přístrojová technika [17PTA],2,2
290,Publikační systém LaTeX [818PSL],3,3
291,Působení ionizujícího záření na látku [16REB],14,12
292,Radiační efekty v látce [16REL],6,6
293,Radiační metody v biologii a medicíně [15RMBM],11,10
294,Radiační ochrana [16RAO],9,8
295,Radiofarmaka 1 [15RDFM],7,3
296,Radiofarmaka 2 [15RFM2],4,4
297,Radiologická fyzika-nukleární medicína [16RFNM],4,1
298,Radiologická fyzika-radioterapie 2 [16RFRT2],9,6
299,Radiologická fyzika-rentgenová diagnostika [16RFRD],6,4
300,Radiologická technika-nukleární medicína [16RTNM],10,0
301,Radiologická technika-rentgenová diagnostika [16RTDG],10,2
302,Radioterapie-klinická praxe 2 [16RTKP2],9,6
303,Regresní analýza dat [01REGA],19,8
304,Regulace a senzory [12RSEN],1,1
305,Relativistická fyzika 1 [02REL1],8,4
306,Rentgenová diagnostika-klinická praxe [16RDKP],3,3
307,Rentgenová diagnostika - klinická praxe pro techniky [16RDKB],8,2
308,Rentgenová fotonika [12RFO],12,9
309,Ročníková práce 2 [12ROPR2],1,1
310,Rovnice matematické fyziky [01RMF],88,73
311,Rozhovory o kvark-gluonovém plazmatu 1 [02RQGP1],3,0
312,Rozhovory o kvark-gluonovém plazmatu 3 [02RQGP3],8,4
313,Rozhovory o kvark-gluonovém plazmatu 5 [02RQGP5],6,2
314,Rozvíjení řečových dovedností 1 [04ABK1],30,11
315,Rozvíjení řečových dovedností 3 [04ABK3],10,8
316,Ruština M1 [04RM1],2,1
317,Ruština M3 [04RM3],4,2
318,Ruština P3 [04RP3],1,0
319,Ruština Z2 [04RZ2],23,20
320,Ruština Z4 [04RZ4],11,9
321,Samovolně rostoucí struktury vybraných nanomateriálů [12SRS],1,0
322,Seminář [16SEM],1,0
323,Seminář FTTF1 [02STF1],3,0
324,Seminář fyzikálního inženýrství pevných látek [11SFIPL],7,6
325,Seminář k bakalářské práci [15SBP],12,0
326,Seminář k bakalářské práci 1 [12SBA1],2,0
327,Seminář k diplomové práci 1 [12DSEIF1],7,7
328,Seminář k diplomové práci 1 [12DSELT1],7,7
329,Seminář k diplomové práci 1 [12DSEOF1],8,7
330,Seminář k diplomové práci 1 [18SDI1],11,10
331,Seminář matematické fyziky [02SMF],17,11
332,Seminář současné matematiky 1 [01SSM1],10,7
333,Seminář z dozimetrie 1 [16SED1],22,20
334,Seminář z matematické analýzy B1 [01SMB1],68,56
335,Seminář 1 [02SEMI1],11,1
336,Seminář 1 [11SMX1],3,3
337,Seminář 1 [15SEM1],12,10
338,Seminář 1 [16SEM1],17,7
339,Seminář 3 [11SMX3],2,1
340,Separační metody v jaderné chemii 1 [15SMJ1],18,11
341,Skenovací elektronová mikroskopie a metody mikrosvazkové analýzy [11SEM],3,3
342,Sociální systémy a jejich simulace [01SSI],8,2
343,Softcomputing [18SOFC],11,7
344,Softwarové inženýrství [18SWI],9,7
345,Softwarový projekt 1 [01SWPR1],4,2
346,Softwarový seminář 1 [01SOS1],25,19
347,Souborná zkouška z matematiky A 1 [01SZMA1],1,1
348,Specializované praktikum 1 [02SPRA1],2,2
349,Spektrometrie v dozimetrii [16SPDO],10,10
350,Spolehlivost jaderných elektráren [17SPJE],7,2
351,Správa operačních systémů [818OSY],31,9
352,Statistická optika [12SOP],6,4
353,Statistické metody rozpoznávání a rozhodování [18SROZ],10,6
354,Statistické zpracování dat [02SSD],11,5
355,Stochastické metody v reaktorové fyzice [17SMRF],8,8
356,Stochastické systémy [01STOS],5,4
357,Stroje a zařízení jaderných elektráren [17SAZ],13,4
358,Struktura a funkce biologických molekul [11SFBM],5,3
359,Struktura pevných látek 1 [11SPL1],5,5
360,Strukturní analýza 2 [15STA2],7,4
361,Subatomová fyzika [02SF],15,6
362,Supravodivost a fyzika nízkých teplot [11SUPR],5,5
363,Systematizace jazykových prostředků 1 [04ABS1],30,13
364,Systematizace jazykových prostředků 3 [04ABS3],11,10
365,Španělština M1 [04SM1],3,1
366,Španělština M3 [04SM3],3,2
367,Španělština P3 [04SP3],1,1
368,Španělština Z2 [04SZ2],10,9
369,Španělština Z4 [04SZ4],5,2
370,Technická mechanika [14TEM],1,1
371,Technická mechanika [14TM],12,9
372,Technologické celky jaderných elektráren 1 [17TCJ1],2,2
373,Technologické celky jaderných elektráren 2 [17TCJ2],11,1
374,Technologie palivového cyklu jaderných elektráren [15TPC],4,3
375,Technologie zpracování odpadů [15TZO],1,0
376,Tělesná výchova 1 [818TV1],7,5
377,Tělesná výchova 3 [818TV3],4,3
378,Teoretická fyzika 1 [02TEF1],103,54
379,Teoretické základy radiační chemie [15TZRCH],5,1
380,Teorie finančních trhů [18TFT],4,4
381,Teorie informace [01TIN],22,13
382,Teorie matic [01TEMA],21,21
383,Teorie náhodných matic [01TNM],9,8
384,Teorie náhodných procesů [01NAH],24,7
385,Teorie pevných látek [11SST],2,2
386,Teorie pevných látek 1 [11TPL1],3,3
387,Teorie plasticity [D14TP],3,0
388,Teorie plazmatu 1 [02TPLA1],9,7
389,Teorie složitosti [01TSLO],12,8
390,Teorie spolehlivosti [14TSPO],2,2
391,Termohydraulický návrh jaderných zařízení 1 [17THNJ1],10,0
392,Termohydraulický návrh jaderných zařízení 3 [17THNJ3],24,1
393,Termohydraulický návrh jaderných zařízení 4 [17THNJ4],14,2
394,Termomechanika reaktorů [17TERR],9,7
395,Topologie [01TOP],8,3
396,Toxikologie [15TOX],13,12
397,Tvorba doménově specifických jazyků [18DSJ],7,6
398,Tvorba internetových aplikací 1 [818INT1],9,8
399,Týmový vývoj softwaru 1 [818TVS1],3,0
400,Urychlovače částic [02UC],12,7
401,Urychlovače nabitých částic [02UNC],1,0
402,Úvod do aplikací ionizujícího záření [16UAZ],6,3
403,Úvod do bioinformatiky [01UBIO],6,1
404,Úvod do částicové fyziky [16UCF],13,10
405,Úvod do ekologie [16ZIVB],1,0
406,Úvod do fotochemie a fotobiologie [15UFCB],3,1
407,Úvod do fyziky elementárních částic [02UFEC],75,64
408,Úvod do inženýrství [17UINZ],62,36
409,Úvod do laserové techniky [12ULAT],15,14
410,Úvod do laserové techniky [12ULT],11,1
411,Úvod do mainframe [01UMF],9,8
412,Úvod do managementu [12UM],20,15
413,Úvod do materiálů pro EJF [02UMAT],3,0
414,Úvod do objektové architektury [18UOA],7,0
415,Úvod do objektového programování [01UOP],8,3
416,Úvod do odborného jazyka 1 [04ABU1],30,11
417,Úvod do pokročilých algoritmů 1 [18UIA1],4,2
418,Úvod do práva 1 [818UPRA1],7,2
419,Úvod do projektování jaderných zařízení [17PROJ],2,2
420,Úvod do radiační fyziky 1 [16URF1],17,6
421,Úvod do strun 1 [02UST1],11,11
422,Úvod do systému řízení jakosti ve zdravotnictví [16USRJ],2,2
423,Úvod do životního prostředí [16ZIVO],5,5
424,Vakuová fyzika a technika [12VAK],11,0
425,Variační metody [01VAM],19,15
426,Variační metody B [01VAMB],10,7
427,Variační metody - úvod [00VAM],6,6
428,Vědecké programování v Pythonu [12PYTH],6,1
429,Vláknové lasery a zesilovače [12VLA],7,7
430,"Vlnění, optika a atomová fyzika [02VOAF]",111,42
431,Vlnové jevy v pevných látkách [14VLN],1,1
432,Vnitřní dynamika materiálů [11VDM],4,4
433,Vybrané kapitoly z moderní optiky [12MODO],1,1
434,Vybrané partie z dozimetrie [16VYPD],5,2
435,Vybrané partie ze statistické fyziky a termodynamiky [02VPSF],6,5
436,Vybrané partie z funkcionální analýzy [01VPFA],6,2
437,Výjezdní seminář EJF1 [02EJFS1],13,0
438,Výjezdní seminář EJF2 [02EJFS2],12,3
439,Výjezdní seminář EJF3 [02EJFS3],9,0
440,"Základy biologie, anatomie a fyziologie člověka 1 [16ZBAF1]",22,12
441,Základy dozimetrie [16ZDOZ1],21,12
442,Základy ekonomického hodnocení [17ZEH],5,5
443,Základy elektrodynamiky [12ZELD],17,6
444,Základy elektroniky [17ZEL],20,11
445,Základy elektroniky 1 [12ZEL1],52,22
446,Základy energetiky a zdroje energie [17EZE],5,3
447,Základy fyzikálních měření 1 [02ZFM1],143,97
448,Základy fyziky jaderných reaktorů [17ZAFP],2,0
449,Základy fyziky jaderných reaktorů 1 [17ZAF1],11,6
450,Základy fyziky kondenzovaných látek 1 [11ZFKL1],4,4
451,Základy fyziky laserového plazmatu [12ZFLP],10,3
452,Základy fyziky pevných látek [11ZFPL],14,7
453,Základy jaderné bezpečnosti [17ZJBE],7,6
454,Základy jaderné fyziky [02ZJF],22,18
455,Základy jaderné fyziky B [02ZJFB],5,1
456,Základy metrologie ionizujícího záření [16MEZB],2,0
457,Základy optiky [12ZAOP],7,6
458,Základy počítačové bezpečnosti 1 [01ZPB1],6,0
459,Základy práce s počítačem [16ZPSP],72,5
460,Základy preventivního lékařství pro techniky [16HEB],8,8
461,Základy programování [18ZPRO],356,174
462,Základy programování [818ZPRO],31,7
463,Základy první pomoci [16ZPP],9,9
464,Základy první pomoci pro techniky [16ZPPB],9,7
465,Základy radiační ochrany [16RAOB],8,7
466,Základy radiační ochrany [16ZRAO],28,16
467,Základy teorie elektroslabých interakcí [02ZESI],11,0
468,Základy teorie grafů [01ZTG],30,22
469,Základy zpracování experimentálních dat [16ZEDB],3,1
470,Zákony zachování a jejich numerické řešení [D12ZZNR],2,1
471,Zařízení jaderné techniky [16ZJT],9,4
472,Závěrečná praxe [17PRAXB],7,7
473,Závěrečná předdiplomní praxe [17PRAXD],7,7
474,Zimní škola fyziky plazmatu a termojaderné fúze [02ZLSTF1],5,5
475,Zimní škola matematické fyziky [02ZS],7,3
476,Znalostní ekonomika [18ZNEK],7,7
477,Znalostní ekonomika [818ZNEK],8,8
478,Zpracování a rozpoznávání obrazu 2 [01ROZP2],23,20
479,Zpracování dat pro publikování [12ZDP],9,8
480,Zpracování dat pro publikování [818ZDP],8,7
481,Zpracování experimentálních dat [16ZED],8,5
482,Zpracování měření a dat [12ZMD],9,8
483,Zpracování signálů a dat [12ZSD],1,0
